0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.015625
14,0.015625
15,0.046875
16,0.078125
17,0.171875
18,0.390625
19,0.890625
20,1.90625
